,ensembl_id,amygdala,BA24,BA9,caudate,cerebellum,hippocampus,hypothalamus,nucleus_accumbens,putamen,substantia_nigra,max
5055,ENSG00000120885,696.780638443876,680.977048345039,819.913427271616,769.034755425144,724.653754270792,718.313709338264,717.020940512625,764.976070172585,655.822756925586,689.57372942495,819.913427271616
10839,ENSG00000163513,13.2785711158808,7.23156156483098,8.01064120896827,10.2828071047374,4.7740840051918,10.6361747186753,11.8377905329779,7.47331086139077,9.51420868985928,16.8605583168374,16.8605583168374
108391,ENSG00000163513,13.2785711158808,7.23156156483098,8.01064120896827,10.2828071047374,4.7740840051918,10.6361747186753,11.8377905329779,7.47331086139077,9.51420868985928,16.8605583168374,16.8605583168374
4680,ENSG00000117533,12.4356472569242,15.5959597613992,18.9559522025724,10.5217157121439,23.6662024693964,12.1663595363009,17.0052777071129,12.3097405170961,10.5380049522083,11.966917116618,23.6662024693964
653,ENSG00000049245,49.9706655745092,27.9301138483731,33.4050998467998,35.4182823828816,30.3058003668507,56.1605423558964,51.5920851166961,34.0524225304813,37.6783212591184,98.0402850052431,98.0402850052431
5019,ENSG00000120658,7.72872393012669,10.1954542258351,10.6787367789097,6.64920623274032,2.17612706739124,8.41256437015391,8.97206151319215,8.68008908008427,6.63969176693554,8.88483903916549,10.6787367789097
7065,ENSG00000135919,31.6369754732071,31.4230101832763,36.0181260020506,24.4411940907242,16.823740797134,22.916644298272,31.8011817886523,29.7734644828475,22.7688727447651,24.9005543844561,36.0181260020506
14171,ENSG00000179218,110.852472321407,106.090202308276,123.068455168444,110.360348464063,110.485759912734,121.240221530885,156.910456535173,122.547420642703,94.8540143917899,128.895049650448,156.910456535173
424,ENSG00000023318,8.8338887892016,8.90844428377836,10.7164178115995,7.94220343235728,15.4610613578654,8.93690913899418,12.8270008351366,9.01738727856332,7.15740790016473,9.53661925402981,15.4610613578654
15295,ENSG00000185624,37.485901725087,37.9608662850824,43.943813759654,34.8920106271625,67.4989096286925,37.1751782405122,51.1865951378695,37.6110762547787,31.6181211814335,40.0789507827711,67.4989096286925
