,ensembl_id,B_CELL_NAIVE,CD4_NAIVE,CD4_STIM,CD8_NAIVE,CD8_STIM,M2,MONOCYTES,NK,TFH,TH1,TH17,TH2,THSTAR,TREG_MEM,TREG_NAIVE,max
5055,ENSG00000120885,0.0584422729191274,3.47681875113165,0.450077918294004,2.31499316648297,0.414938155742418,0.0518298627069324,1.25058405675114,1.12165022613082,2.59241142854192,2.70656959941355,7.59887866911885,5.8069914222876,1.68911158948765,1.8813368956175,1.90619715112905,7.59887866911885
50551,ENSG00000120885,0.0584422729191274,3.47681875113165,0.450077918294004,2.31499316648297,0.414938155742418,0.0518298627069324,1.25058405675114,1.12165022613082,2.59241142854192,2.70656959941355,7.59887866911885,5.8069914222876,1.68911158948765,1.8813368956175,1.90619715112905,7.59887866911885
3329,ENSG00000106799,77.97908132205,122.913431126892,42.2306929489216,165.896949899512,47.8795137450392,56.5097749238848,72.6430229719943,431.330687550295,66.9954105585135,109.534240169591,76.7391676520087,76.966820483626,140.268915044919,77.1580472633817,165.923829846412,431.330687550295
2800,ENSG00000103496,25.4322051945381,28.2387072273883,33.9054248134078,33.4920788623606,43.6224011616873,23.9347778684381,35.850842128334,60.0363643217695,45.460052977726,42.3442114826712,35.1191962311981,34.7153773507413,29.1454260810548,42.1687016580038,30.2407636579538,60.0363643217695
28001,ENSG00000103496,25.4322051945381,28.2387072273883,33.9054248134078,33.4920788623606,43.6224011616873,23.9347778684381,35.850842128334,60.0363643217695,45.460052977726,42.3442114826712,35.1191962311981,34.7153773507413,29.1454260810548,42.1687016580038,30.2407636579538,60.0363643217695
11453,ENSG00000165675,17.3768768776019,22.0257511223155,8.65157677045745,17.6713030646471,11.3791983832449,20.8228058835019,17.5848675117698,22.13091396756,18.9279746160644,18.1439802525529,19.1074759358337,18.9708802622875,18.7491503822433,22.0909552140356,23.4543481419558,23.4543481419558
5259,ENSG00000122861,0.109545949172143,0.0774577782692864,2.46448270383961,0.119471149345102,0.905798193971065,0.0356965642269581,2.8863017846299,0.0779686385110743,0.0795603152718298,0.132057550639895,0.0879238634786587,0.0863007876650846,0.081723245375001,0.0745606506126452,0.103939682278857,2.8863017846299
2403,ENSG00000101017,151.646025482723,2.83686243204731,2.81890337349702,2.0980680652618,2.14839969888729,11.079655392388,8.71257349752962,5.31693911887038,1.78330075738417,1.96145663030836,0.514935626880694,0.813009475998779,1.04837712762635,2.72562683204199,4.11180333692779,151.646025482723
24031,ENSG00000101017,151.646025482723,2.83686243204731,2.81890337349702,2.0980680652618,2.14839969888729,11.079655392388,8.71257349752962,5.31693911887038,1.78330075738417,1.96145663030836,0.514935626880694,0.813009475998779,1.04837712762635,2.72562683204199,4.11180333692779,151.646025482723
9988,ENSG00000157873,40.4425154944525,44.2060521427957,20.3860248388897,64.7372061552683,32.2419132309373,63.6507411375914,51.4864959633802,73.3757250778914,103.932098302916,77.9602798144808,61.5656239598721,70.0329355307808,44.1199428065693,107.763116693369,63.5713048049981,107.763116693369
18053,ENSG00000234745,1768.82380977508,1810.67436146495,1545.06281599068,2026.00952489808,2095.84228764098,2037.62159611333,2290.70893924264,3448.07114909448,2753.04521706808,2857.47178600288,2553.19316995317,2590.64726405712,2394.80083698413,2979.20085051577,1868.52451968279,3448.07114909448
