,ensembl_id,amygdala,BA24,BA9,caudate,cerebellum,hippocampus,hypothalamus,nucleus_accumbens,putamen,substantia_nigra,max
5055,ENSG00000120885,696.780638443876,680.977048345039,819.913427271616,769.034755425144,724.653754270792,718.313709338264,717.020940512625,764.976070172585,655.822756925586,689.57372942495,819.913427271616
50551,ENSG00000120885,696.780638443876,680.977048345039,819.913427271616,769.034755425144,724.653754270792,718.313709338264,717.020940512625,764.976070172585,655.822756925586,689.57372942495,819.913427271616
3329,ENSG00000106799,7.81816110189018,2.83219179737934,3.58996861907353,3.89518170384354,11.892032788184,4.98916592494188,7.58913699703072,3.32498664732669,2.90646903906736,8.45018878163508,11.892032788184
2800,ENSG00000103496,15.719277991143,14.0004544816039,14.6452209168387,11.420915283441,16.603762854375,16.6997944606655,16.6081179354661,12.0870336285364,11.6893396668775,28.6298166784474,28.6298166784474
28001,ENSG00000103496,15.719277991143,14.0004544816039,14.6452209168387,11.420915283441,16.603762854375,16.6997944606655,16.6081179354661,12.0870336285364,11.6893396668775,28.6298166784474,28.6298166784474
11453,ENSG00000165675,5.54722901799733,4.16709659693114,4.40883533667011,4.19556476505004,3.55852733517648,5.80217903755352,6.75505310314728,5.07474495507899,4.91406871695916,6.86794316442769,6.86794316442769
5259,ENSG00000122861,1.07893660755198,0.622587109204017,0.813699412143004,1.46816114934747,0.528904246076052,1.39167274222123,1.66385024587723,0.809129142892994,1.1219693496047,1.8322521828102,1.8322521828102
2403,ENSG00000101017,3.99094627191999,2.3733246819813,2.56878303995756,3.85666135923315,11.0720509473941,3.37294400558267,5.69753661841387,3.96405231476581,3.59220979810743,4.52996429577274,11.0720509473941
24031,ENSG00000101017,3.99094627191999,2.3733246819813,2.56878303995756,3.85666135923315,11.0720509473941,3.37294400558267,5.69753661841387,3.96405231476581,3.59220979810743,4.52996429577274,11.0720509473941
9988,ENSG00000157873,5.33579149331705,7.1701169410217,8.44836286847476,4.53393526309943,7.04124227942928,8.21246439943482,6.58637504212657,4.2184441247208,3.95001787506712,6.17764229039542,8.44836286847476
18053,ENSG00000234745,120.727957517051,78.3825242674699,74.0105339676784,136.920950667816,83.9897806426666,117.473264537016,238.812169619263,128.115446333549,137.535921340053,173.886403448841,238.812169619263
995,ENSG00000067182,14.5849194184034,7.98283826578864,10.6020120818802,12.6726026969058,7.43230596261986,13.4413573305026,14.3552483041685,11.5117885918686,8.48746053352638,14.6450350349106,14.6450350349106
17031,ENSG00000204217,13.7895536493458,18.9864442851203,21.2999558640556,10.9206277753414,13.6157307712866,11.3065601803792,17.098844243856,13.8321147696478,10.1620944955883,9.69329083943909,21.2999558640556
551,ENSG00000039068,1.41374853154227,0.520148566563215,0.604525388674701,1.12876005319776,0.362481039858371,1.13842271972502,0.699404366609768,0.754578885034578,1.38318267438263,0.714446606477416,1.41374853154227
170311,ENSG00000204217,13.7895536493458,18.9864442851203,21.2999558640556,10.9206277753414,13.6157307712866,11.3065601803792,17.098844243856,13.8321147696478,10.1620944955883,9.69329083943909,21.2999558640556
170312,ENSG00000204217,13.7895536493458,18.9864442851203,21.2999558640556,10.9206277753414,13.6157307712866,11.3065601803792,17.098844243856,13.8321147696478,10.1620944955883,9.69329083943909,21.2999558640556
451,ENSG00000026103,4.85684116321518,2.26795065597253,3.43888284286612,5.82113691070639,1.01732292431522,4.0168957650174,3.8121915115806,4.21396941068421,3.52883539027543,2.52144323143881,5.82113691070639
4682,ENSG00000117560,0.0382648206224428,0.0225103309968432,0.0289381953002446,0.155950043813228,0.0160876051144425,0.0402166239281328,0.110996318741435,0.062462698525732,0.0757508829921847,0.0815792215606204,0.155950043813228
8781,ENSG00000147065,32.1664805338965,19.8935021197724,22.832649652966,33.6641768509566,18.5831143699844,35.9189503315334,41.8713200031318,31.2272069738911,26.5009824343417,41.7872313201881,41.8713200031318
9951,ENSG00000067182,14.5849194184034,7.98283826578864,10.6020120818802,12.6726026969058,7.43230596261986,13.4413573305026,14.3552483041685,11.5117885918686,8.48746053352638,14.6450350349106,14.6450350349106
4511,ENSG00000026103,4.85684116321518,2.26795065597253,3.43888284286612,5.82113691070639,1.01732292431522,4.0168957650174,3.8121915115806,4.21396941068421,3.52883539027543,2.52144323143881,5.82113691070639
87811,ENSG00000147065,32.1664805338965,19.8935021197724,22.832649652966,33.6641768509566,18.5831143699844,35.9189503315334,41.8713200031318,31.2272069738911,26.5009824343417,41.7872313201881,41.8713200031318
4512,ENSG00000026103,4.85684116321518,2.26795065597253,3.43888284286612,5.82113691070639,1.01732292431522,4.0168957650174,3.8121915115806,4.21396941068421,3.52883539027543,2.52144323143881,5.82113691070639
4513,ENSG00000026103,4.85684116321518,2.26795065597253,3.43888284286612,5.82113691070639,1.01732292431522,4.0168957650174,3.8121915115806,4.21396941068421,3.52883539027543,2.52144323143881,5.82113691070639
