,amygdala,BA24,BA9,caudate,cerebellum,hippocampus,hypothalamus,nucleus_accumbens,putamen,substantia_nigra,max
ENSG00000000003,6.44539172981521,4.00419123799683,4.22320282425458,5.84111341931826,1.75245092252398,8.85769693669067,12.1152913635782,5.79647545147138,3.43770921007374,4.96632491018984,12.1152913635782
ENSG00000000005,0.185265599157733,0.229507356497289,0.223519165181137,0.0662231266400957,0.0313153824623192,0.274662009068206,0.151505514801002,0.0579713938979981,0.033743750448827,0.201170844868542,0.274662009068206
ENSG00000000419,21.4172589816456,27.1977779879383,34.4548337813728,19.9916878829378,29.3144496320696,23.8549373388777,30.5746827345533,22.5227277461896,19.3273419067069,22.1523405828456,34.4548337813728
ENSG00000000457,2.96901107411921,2.99584754538442,3.37421277687265,2.10853310575078,6.58988568543889,2.85464567966955,3.33911666380311,2.32721066067393,2.02001180297778,2.82577018628693,6.58988568543889
ENSG00000000460,1.97757652231822,1.50973391078892,1.71750842991315,1.33141649651434,5.67613504689052,1.90947174689067,2.0210185806894,1.40973745168732,1.31115752789102,2.23457701880686,5.67613504689052
ENSG00000000938,4.97448861203863,3.97995611716632,3.99851295549471,4.17627734805358,2.99426952926877,4.47786120764936,5.48964886197439,3.76894448770821,3.74077045264216,7.44806641635482,7.44806641635482
ENSG00000000971,5.5334142092142,3.32616425255646,3.9606452691068,4.55677874135266,2.05334904297159,4.2794588170971,4.59248473542587,4.15446855355432,3.91725353402442,8.01344011863256,8.01344011863256
ENSG00000001036,12.3002706383842,8.1261307767429,8.54950822323252,9.69921161142156,7.67593398166366,12.961428034718,17.1253651059329,9.2074521313619,9.1461602390934,18.8662392437006,18.8662392437006
ENSG00000001084,9.21200191934068,7.10635448200126,8.88600106494727,8.78383289452941,5.92528445503678,9.48392828576152,8.9136287054992,9.63043379296167,9.23654910801667,12.9357490792527,12.9357490792527
ENSG00000001167,11.9612835199807,8.84633519236242,10.662937771066,8.42270702110774,17.6109185872483,11.3168921833089,10.0709497131814,9.23630648773438,8.56493840012029,13.9083429804738,17.6109185872483
ENSG00000001460,3.11255497396097,4.13245570809311,5.72743705842656,2.86274729532533,7.13086616060943,3.33886923346765,5.05355055399236,2.77136281210319,2.35908761925925,3.99576234137733,7.13086616060943
ENSG00000001461,24.2445670862528,20.577999685102,24.3208138089004,16.454708983555,62.0546739129772,26.9652147636667,26.4588134814657,17.3030398600795,19.7377758188449,53.354306465045,62.0546739129772
ENSG00000001497,18.0245774305944,21.2378161086828,24.1713146483864,17.3388926645247,74.4434346559393,18.7657893499183,22.636212358577,20.8722067997333,18.1262753438004,22.167829198485,74.4434346559393
ENSG00000001561,14.6083580010976,16.0050291240809,18.7018144106831,11.0945452960318,12.1725780448411,18.5555439222621,19.1960873481756,11.5847972693587,11.4221565246827,32.0528469669117,32.0528469669117
ENSG00000001617,3.8432096850192,2.6353980740304,3.35755944098497,3.4921771427058,5.06875076138323,2.16980345032131,5.52119426396269,3.72208603778771,3.59428742668865,4.02408425118332,5.52119426396269
ENSG00000001626,0.654706156369882,0.362145700994646,0.399508599510052,0.686305034883767,0.260927281241165,0.758271034425599,0.613728514204456,0.712601552636021,0.735025095145781,1.24239398315675,1.24239398315675
ENSG00000001629,17.6642807294461,12.1075863935527,13.8481760474988,12.7120957163963,16.8728466512637,17.7020353794673,19.2572748698925,13.690794373291,12.4700416024169,22.9714534861802,22.9714534861802
ENSG00000001630,26.3027993641151,31.2603993055205,34.9541137192082,14.34456133886,23.3327610276721,27.621910800488,36.147112793184,17.5377305159327,14.1832367860875,28.7987962903893,36.147112793184
